ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10007,mizell memorial hospital,702 n main st,,,opp,ak,36467.0,,,acute care hospitals,,,,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),97%,57 patients,al_pn-6
10019,helen keller memorial hospital,702 n main st,,,boaz,,35640.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,hf-2,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-1
10007,mizell memorial hospital,702 n main st,,,prattville,al,36467.0,covington,2054877736.0,acute care hospitals,,no,heart attack,,pneumonia patients assessed and given influenza vaccination,90%,91 patients,al_pn-7
10007,,702 n main st,,,opp,al,,covington,2059216200.0,acute care hospitals,,no,surgical infection prevention,,children who received reliever medication while hospitalized for asthma,88%,67 patients,al_scip-card-2
10007,,702 n main st,,,opp,al,36049.0,,3343762205.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,hf-3,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,199 patients,al_scip-inf-1
10007,,702 n main st,,,opp,,36467.0,autauga,3347561400.0,acute care hospitals,,no,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,101 patients,al_scip-inf-2
10007,,702 n main st,,,opp,,,,3344933541.0,acute care hospitals,proprietary,no,children s asthma care,pn-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,281 patients,
10007,marshall medical center south,702 n main st,,,opelika,al,36467.0,covington,3342938000.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,pn-2,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,
10007,mizell memorial hospital,702 n main st,,,opp,al,36467.0,covington,3344933541.0,,voluntary non-profit - private,,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),64%,,
10007,mizell memorial hospital,702 n main st,,,opp,al,36467.0,covington,3344933541.0,,voluntary non-profit - private,,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,87%,77 patients,al_scip-vte-1
10007,mizell memorial hospital,702 n main st,,,,al,,,,acute care hospitals,,no,surgical infection prevention,cac-2,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,,al_scip-vte-2
10008,crenshaw community hospital,,,,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,voluntary non-profit - church,no,heart attack,ami-2,heart attack patients given aspirin at arrival,0%,457 patients,ak_scip-vte-1
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,,heart attack patients given beta blocker at discharge,86%,14 patients,al_ami-5
10008,crenshaw community hospital,101 hospital circle,,,luverne,ak,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-2,pneumonia patients given the most appropriate initial antibiotic(s),100%,1 patients,al_scip-inf-4
10008,university of alabama hospital,515 miranda st,,,luverne,ak,36305.0,fayette,3343353374.0,,voluntary non-profit - other,yes,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,35653.0,lee,3343353374.0,acute care hospitals,government - federal,yes,,,heart attack patients given aspirin at arrival,,0 patients,
10008,crenshaw community hospital,,,,luverne,al,36049.0,crenshaw,,acute care hospitals,government - federal,yes,heart attack,hf-4,heart attack patients given beta blocker at discharge,88%,1 patients,al_ami-5
10008,crenshaw community hospital,1912 alabama highway 157,,,,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,no,heart attack,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,,al_ami-8a
10008,crenshaw community hospital,101 hospital circle,,,luverne,,36049.0,crenshaw,3343353374.0,acute care hospitals,,yes,heart failure,hf-1,heart failure patients given discharge instructions,4%,26 patients,ak_pn-2
10008,crenshaw community hospital,,,,,al,,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,72%,39 patients,al_hf-2
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049.0,,3343353374.0,acute care hospitals,government - federal,yes,heart failure,hf-3,,75%,8 patients,al_hf-3
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart failure,scip-card-2,heart failure patients given smoking cessation advice/counseling,,5 patients,al_cac-3
10019,callahan eye foundation hospital,1300 south montgomery avenue,,,sheffield,al,,jefferson,,acute care hospitals,government - hospital district or authority,yes,heart attack,scip-vte-2,pneumonia patients assessed and given pneumococcal vaccination,,224 patients,al_ami-7a
10008,crenshaw community hospital,2505 u s highway 431 north,,,boaz,ak,35957.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,pn-2,pneumonia patients given smoking cessation advice/counseling,25%,16 patients,
10008,,515 miranda st,,,luverne,al,36049.0,,3343353374.0,acute care hospitals,proprietary,yes,pneumonia,pn-3b,,93%,15 patients,al_ami-1
10008,,,,,huntsville,al,36049.0,crenshaw,3343353374.0,acute care hospitals,,no,,scip-inf-4,,33%,184 patients,
10008,crenshaw community hospital,2451 fillingim street,,,,al,36049.0,randolph,3343353374.0,,government - federal,yes,pneumonia,pn-5c,,95%,561 patients,al_pn-5c
10008,,101 hospital circle,,,hamilton,,,crenshaw,,acute care hospitals,,yes,pneumonia,pn-6,heart attack patients given aspirin at arrival,,21 patients,
10008,jackson hospital & clinic inc,,,,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,47%,15 patients,al_pn-7
10008,,2505 u s highway 431 north,,,luverne,al,,crenshaw,2052743000.0,,government - state,yes,surgical infection prevention,scip-card-2,pneumonia patients given smoking cessation advice/counseling,100%,1 patients,ak_scip-inf-1
10008,,101 hospital circle,,,luverne,ak,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,,,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,,
10008,crenshaw community hospital,101 hospital circle,,,,al,36049.0,crenshaw,3343353374.0,acute care hospitals,,,pneumonia,scip-inf-1,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,6 patients,al_cac-2
10008,crenshaw community hospital,400 northwood dr,,,luverne,al,,calhoun,3343353374.0,acute care hospitals,government - local,yes,,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,2 patients,ak_scip-card-2
10019,helen keller memorial hospital,987 drayton street,,,sheffield,al,35660.0,,9072761131.0,acute care hospitals,government - federal,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,233 patients,al_ami-8a
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,,jefferson,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,
10008,crenshaw community hospital,101 hospital circle,,,,al,,crenshaw,3348972257.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,35 patients,al_scip-inf-6
10008,crenshaw community hospital,101 hospital circle,,,,al,36049.0,crenshaw,3346366221.0,acute care hospitals,,yes,surgical infection prevention,pn-4,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,4 patients,al_scip-vte-1
10008,crenshaw community hospital,101 hospital circle,,,luverne,,36049.0,crenshaw,3343353374.0,,government - federal,yes,surgical infection prevention,ami-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,1016 patients,al_scip-vte-2
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,de kalb,2567736511.0,acute care hospitals,,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,292 patients,ak_scip-inf-1
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,morgan,,acute care hospitals,proprietary,yes,,,heart attack patients given aspirin at discharge,100%,1 patients,
10009,marshall medical center north,201 pine street northwest,,,,al,,morgan,,,government - federal,yes,heart attack,ami-3,,100%,1 patients,al_scip-vte-1
10009,hartselle medical center,201 pine street northwest,,,hartselle,,,marion,2567736511.0,acute care hospitals,proprietary,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,2 patients,al_ami-4
10009,hartselle medical center,1000 first street north,,,,al,,,,acute care hospitals,government - local,yes,heart attack,scip-inf-2,heart attack patients given beta blocker at discharge,100%,3 patients,al_ami-5
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,etowah,3347742601.0,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,298 patients,al_pn-6
10019,hartselle medical center,1300 south montgomery avenue,,,,al,35660.0,jefferson,,,government - hospital district or authority,yes,,hf-1,heart failure patients given discharge instructions,80%,,
10009,,201 pine street northwest,,,hartselle,al,35640.0,morgan,2567736511.0,,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10009,,702 n main st,,,hartselle,al,,butler,,acute care hospitals,voluntary non-profit - private,yes,heart failure,,heart failure patients given discharge instructions,97%,35 patients,al_hf-1
10009,callahan eye foundation hospital,1108 ross clark circle,,,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,,surgical infection prevention,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,98%,42 patients,al_hf-2
10009,,1007 goodyear avenue,,,hartselle,al,36033.0,morgan,3342938000.0,acute care hospitals,proprietary,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,343 patients,al_hf-3
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,morgan,,,proprietary,yes,heart failure,,heart failure patients given smoking cessation advice/counseling,,12 patients,al_hf-4
10009,hartselle medical center,201 pine street northwest,,,,al,35640.0,morgan,2567736511.0,acute care hospitals,,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,98%,44 patients,al_pn-3b
10009,,201 pine street northwest,,,alabaster,al,,,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,30 patients,al_pn-3b
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35976.0,shelby,,,government - federal,yes,pneumonia,,heart failure patients given discharge instructions,100%,25 patients,ak_hf-2
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,marshall,2567736511.0,acute care hospitals,proprietary,yes,pneumonia,pn-5c,,98%,24 patients,al_pn-5c
10009,hartselle medical center,1108 ross clark circle,,,hartselle,al,35640.0,,2567736511.0,acute care hospitals,proprietary,yes,pneumonia,,pneumonia patients given the most appropriate initial antibiotic(s),100%,511 patients,al_pn-6
10019,helen keller memorial hospital,515 miranda st,,,sheffield,al,,bethel,2562358900.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,44 patients,al_pn-7
10009,hartselle medical center,201 pine street northwest,,,hartselle,,35631.0,calhoun,3344933541.0,acute care hospitals,,yes,children s asthma care,pn-7,pneumonia patients assessed and given influenza vaccination,97%,30 patients,al_pn-7
10009,hartselle medical center,,,,hartselle,ak,35640.0,,2514717110.0,acute care hospitals,proprietary,,heart attack,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,67%,3 patients,al_scip-card-2
10009,hartselle medical center,201 pine street northwest,,,birmingham,al,35660.0,elmore,2567736511.0,acute care hospitals,proprietary,yes,surgical infection prevention,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,6 patients,ak_scip-vte-1
10009,,,,,russellville,al,,morgan,2567736511.0,acute care hospitals,,yes,surgical infection prevention,hf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,57%,7 patients,al_scip-inf-2
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,,morgan,3346366221.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),80%,5 patients,al_ami-1
10009,hartselle medical center,,,,,al,35045.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,surgical infection prevention,hf-3,,,160 patients,al_scip-inf-4
10009,marion regional medical center,201 pine street northwest,,,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,surgical infection prevention,cac-3,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),74%,,
10009,mizell memorial hospital,201 pine street northwest,,,hartselle,al,35640.0,,2567736511.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78%,9 patients,al_scip-vte-1
10009,hartselle medical center,,,,boaz,al,35640.0,covington,2567736511.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-2,children who received reliever medication while hospitalized for asthma,78%,105 patients,al_scip-vte-2
10010,marshall medical center north,,,,opp,al,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,,heart attack patients given aspirin at arrival,100%,8 patients,al_ami-1
10019,decatur general hospital,,,,sheffield,,35660.0,,,acute care hospitals,government - hospital district or authority,yes,heart failure,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),77%,37 patients,al_hf-3
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,ak,35653.0,marshall,2565718000.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,65%,,al_ami-5
10010,,,,,guntersville,al,,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,,heart failure,scip-inf-6,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,2 patients,al_ami-3
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976.0,marshall,3342228466.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,2 patients,ak_scip-inf-4
10010,,8000 alabama highway 69,,,guntersville,al,36078.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,children s asthma care,,,83%,6 patients,al_ami-5
10010,marshall medical center north,8000 alabama highway 69,,,mobile,ak,35976.0,shelby,,acute care hospitals,,yes,pneumonia,ami-7a,pneumonia patients given the most appropriate initial antibiotic(s),,,
10010,marshall medical center north,2451 fillingim street,,,,al,35976.0,marshall,,,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,74%,0 patients,al_ami-8a
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,36420.0,marshall,2565718000.0,acute care hospitals,government - federal,yes,heart failure,hf-1,children and their caregivers who received a home management plan of care document while hospitalized for asthma,,55 patients,al_hf-1
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,84%,,al_hf-2
10010,marshall medical center north,8000 alabama highway 69,,,opp,,35976.0,marshall,2565718000.0,acute care hospitals,government - federal,yes,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,72%,27 patients,al_hf-3
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,,marshall,3347742601.0,acute care hospitals,government - hospital district or authority,yes,heart failure,scip-inf-4,heart failure patients given smoking cessation advice/counseling,72%,235 patients,ak_scip-inf-2
10019,,315 w hickory st,,,sheffield,,35660.0,,2562358900.0,acute care hospitals,,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,,41 patients,al_hf-4
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976.0,marshall,2569275531.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,children and their caregivers who received a home management plan of care document while hospitalized for asthma,,128 patients,al_pn-2
10010,,8000 alabama highway 69,,,guntersville,al,35976.0,,2052743000.0,acute care hospitals,,,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,94%,,al_pn-3b
10010,marshall medical center north,8000 alabama highway 69,,,,al,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,94%,65 patients,al_pn-4
10010,marshall medical center north,,,,elba,ak,35976.0,,2565718000.0,acute care hospitals,government - hospital district or authority,,pneumonia,scip-card-2,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,158 patients,ak_hf-1
10010,marshall medical center north,15155 highway 43,,,cullman,,,bethel,3344933541.0,acute care hospitals,government - hospital district or authority,,,pn-6,,33%,133 patients,
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,36617.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,90%,101 patients,al_pn-7
10010,georgiana hospital,8000 alabama highway 69,,,guntersville,al,35653.0,marshall,,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,86%,14 patients,ak_hf-1
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976.0,marshall,3347561400.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,,95%,66 patients,al_scip-inf-1
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,,marshall,2565718000.0,,voluntary non-profit - church,yes,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_hf-1
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,,35976.0,marshall,2565718000.0,,government - hospital district or authority,yes,,scip-inf-3,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,63 patients,
10001,,1108 ross clark circle,,,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,,yes,,ami-1,,,270 patients,ak_scip-vte-1
10010,marshall medical center north,8000 alabama highway 69,,,tallassee,,35976.0,marshall,2565718000.0,acute care hospitals,,,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976.0,,2565718000.0,acute care hospitals,,yes,,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,,al_scip-inf-6
10010,marshall medical center north,8000 alabama highway 69,,,opelika,al,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,no,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,56 patients,al_scip-vte-1
10010,,8000 alabama highway 69,,,guntersville,al,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94%,56 patients,al_scip-vte-2
10011,,50 medical park east drive,,,birmingham,al,35235.0,,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,67%,240 patients,ak_scip-vte-2
10011,st vincents east,1108 ross clark circle,,,birmingham,al,35903.0,jefferson,2058383122.0,acute care hospitals,government - federal,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,95%,295 patients,al_ami-2
10011,st vincents east,4370 west main street,,,,al,35235.0,de kalb,2058383122.0,acute care hospitals,voluntary non-profit - private,,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,204 patients,al_ami-3
10011,st vincents east,50 medical park east drive,,,,ak,35235.0,jefferson,2058383122.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,,100%,,al_ami-4
10011,st vincents east,1912 alabama highway 157,,,anniston,al,,jefferson,2058383122.0,,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,99%,,al_ami-5
10011,st vincents east,1010 lay dam road,,,birmingham,ak,35609.0,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,90%,0 patients,
10018,east alabama medical center and snf,,,,birmingham,al,35233.0,,,,voluntary non-profit - private,,surgical infection prevention,scip-vte-1,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,173 patients,al_scip-inf-2
10001,,1108 ross clark circle,,,,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,,ami-2,,99%,516 patients,al_ami-2
10011,,50 medical park east drive,,,birmingham,al,36106.0,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - private,,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,85%,2 patients,al_ami-8a
10011,flowers hospital,50 medical park east drive,,,birmingham,,,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,94%,205 patients,al_hf-1
10011,st vincents east,50 medical park east drive,,,birmingham,al,35235.0,,,acute care hospitals,government - state,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,66%,372 patients,al_scip-inf-3
10011,st vincents east,50 medical park east drive,,,,al,35235.0,,2058383122.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),98%,130 patients,al_hf-3
10011,,50 medical park east drive,,,decatur,al,35235.0,jefferson,,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart attack patients given pci within 90 minutes of arrival,,69 patients,al_hf-2
10011,st vincents east,50 medical park east drive,,,hamilton,al,35007.0,jefferson,3342836541.0,acute care hospitals,,yes,pneumonia,pn-2,,87%,125 patients,al_hf-3
10011,callahan eye foundation hospital,124 s memorial dr,,,birmingham,al,35235.0,blount,3343614267.0,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,131 patients,al_pn-3b
10011,st vincents east,50 medical park east drive,,,birmingham,al,35235.0,jefferson,2059397000.0,acute care hospitals,,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,22 patients,al_ami-3
10011,st vincents east,50 medical park east drive,,,opp,ak,35235.0,,2059344011.0,acute care hospitals,,yes,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,135 patients,al_pn-5c
10011,st vincents east,,,,birmingham,ak,35235.0,lauderdale,2058383122.0,,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),91%,,al_pn-6
10001,,,,,dothan,al,36302.0,covington,3347938701.0,acute care hospitals,,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,al_ami-3
10011,decatur general hospital,50 medical park east drive,,,birmingham,al,36360.0,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - other,yes,,pn-7,pneumonia patients assessed and given pneumococcal vaccination,36%,89 patients,al_pn-7
10011,,50 medical park east drive,,,birmingham,,35235.0,jefferson,2058383122.0,acute care hospitals,,yes,surgical infection prevention,scip-inf-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,90%,125 patients,al_scip-card-2
10011,,50 medical park east drive,,,birmingham,,35235.0,jefferson,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,97%,,al_scip-inf-1
10011,st vincents east,,,,birmingham,al,,,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,ami-5,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,473 patients,al_scip-inf-2
10011,coosa valley medical center,50 medical park east drive,,,birmingham,al,35235.0,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81%,442 patients,al_scip-inf-3
