ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
,southeast alabama medxcal center,,,,dothan,xl,36302,,2x6x938310,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,,heart failure,hf-1,,,455 patients,ax_ami-1
,,1108 ross clark circle,,,guntersville,,,calhoun,,acutexcarexhospitals,government - hospital xistrict or authority,,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,514 patients,ak_scip-inf-2
10001,alaska regional hospital,1108 ross clark circle,,,valley,al,35594,houston,3347938701,acute caxe hospitals,,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,165 patients,al_ami-4
10001,,,,,,ak,36302,houston,,acute care hospitals,government - hospital district or authority,xes,heart failure,pn-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,
,southeast alabama medical center,,,,dothan,al,36302,houston,,,,yes,,pn-2,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,,,al_pn-2
,southeast alabama medical center,1108 ross clark circle,,,,al,35609,,3343614267,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,xo,pneumonia,pn-3b,,,125 patients,
1xx16,,1108 ross clark circle,,,,,,,3347938701,,voluxtary xox-profit - private,xes,,pn-4,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,99%,107 patients,al_pn-4
10001,,1108 ross clark circle,,,dothan,al,36302,,3347938701,acute cxre hospitxls,government - hospital district or authority,xes,suxgical infection pxevention,,,92%,196 patients,al_pn-5c
10001,,1108 ross clark circle,,,fxorence,al,36302,calhoun,3347938701,acute caxe hospitals,government - hospital district or authority,xo,pneumonia,pn-6,,,,al_pn-6
10001,southeast alabama medical center,,,,dothan,al,36302,fayette,33x28365x1,acute care hospitals,,yes,pneumonia,scip-inf-4,,,,
x00x5,northwest medical center,1108 ross clark circle,,,dothan,,35640,houston,,acute caxe hospitals,government - hospital district or authority,yes,surgical infection prevention,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,82%,55 patients,
1xx29,southeast alabama medical center,1108 ross clark circle,,,,xl,,houston,,acute care hospitals,voluntary non-profit - private,yxs,surgical infection prevention,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,47%,399 patients,
,crenshaw cxmmunity hxspital,805 friendship road,,,birmingham,ax,359x8,,,,,yex,surgical infection prevention,scip-inf-2,,98%,405 patients,
,,2000 pepperell parkway,,,dothan,al,36302,houston,3347938701,,government - hospital district or authority,,,,,,385 patients,al_scip-inf-3
,,,,,gadsden,ax,,houston,3347938701,axute care hospitals,,yes,surgical infection xrevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,al_scip-inf-4
10001,southeast alabama medical center,1530 u s highway 43,,,dothan,al,36302,houston,,acute care hospitals,gxvernment - hxspital district xr authxrity,,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90%,537 patients,al_scip-inf-3
10001,crenshaw cxmmunity hxspital,1108 ross clark circle,,,dothan,al,,,,acuxe care hospixals,gxvernment - hxspital district xr authxrity,,,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,,al_scip-vte-1
,yukon kuskokwim delta reg hospital,,,,dothan,ak,,lauderdale,3347938701,,,,,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,72%,,
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,xl,,madisox,xx46x66221,,,,,,,,20 patients,al_scip-inf-1
,dexalb regional medical center,2505 u s highway 431 north,,,,al,35957,marshall,33x8972257,acute care hospitals,proprietary,,heart attack,,heart attack patients given aspirin at discharge,60%,,al_ami-2
,st vincents east,2505 u s highway 431 north,,,,xl,,marshall,2567736511,acute care hospitals,government - hospital district or authority,no,heart attack,pn-5c,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),68%,90 patients,
,,,,,centre,,,marshall,33x8972257,acute care hospitals,government - hospital district or authority,,,ami-4,heart attack patients given smoking cessation advice/counseling,,,
,,,,,,al,,,2565938310,acute care hospitals,,,heart attack,hfx4,,78%,,al_ami-5
,,600 souxh xhird sxreex,,,,al,,talladega,2565938310,,government - hospital district or authority,no,pnxumonia,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,172 patients,al_axi-1
,marshall medical center south,,,,,,35957,marshall,25x47x7xx0,acutx carx hospitals,government - hospital district or authority,yes,heart attack,scip-vte-1,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,84 patients,al_amx-1
,marshall medical center south,301 east 1xth st,,,,al,,,2562495000,acute care hospitaxs,government - hospital district or authority,yxs,heart failure,,heart attack patients given aspirin at arrival,78%,110 patients,al_hf-1
,marshall medical center south,101 sivley rd,,,winfield,al,,,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,,
,dexalb regional medical center,1912 alabama highway 157,,,birmingham,al,35957,,2565938310,,government - hospital district or authority,xo,xeart failure,,,90%,186 patients,
10005,university of alabama hospital,2505 u s highway 431 north,,,,al,,marshall,,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,alxpn-3b
10005,marshall medical center south,1000 fixst stxeet noxth,,,russellville,,,butxer,2565938310,acute care hxspitals,,yex,pneumonia,,,97%,172 patients,
10005,cherokee medical center,2505 u s highway 431 north,,,,,,,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,,,97%,120 patients,
10005,dale medical center,,,,,,,jxffxrson,2x6x938310,acute care hospitals,,no,,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,399 patients,al_pn-4
10005,marshall medical center south,,,,,al,,cherokee,2565938310,acute xare hospitals,,yex,surgical infection xrevention,pn-5c,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,60%,211 patients,al_pn-5c
10005,marshall medical center south,,,,boaz,al,,lee,2565938310,acute care hospitaxs,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,402 patients,
,,2505 u s highway 431 north,,,,,35957,,,,,no,,pn-7,,81%,,al_pn-7
10021,,201 pine street northwest,,,boaz,,,marshall,,acute care hospitals,,yes,heart faxlure,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36%,14 patients,al_pn-2
10005,mizell memorial hospital,,,,boaz,,35957,marshall,2565938310,,,yes,,amx-3,,96%,,
10011,,209 xorth maix street,,,tallassee,,,marshall,,,,xo,,,,64%,,
10005,,,,,boaz,,3642x,marshall,2565938310,acute care hospitaxs,government - hospital district or authority,yes,,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),76%,119 patients,
10005,,2505 u s highway 431 north,,,,xl,,marshall,2565x38310,,,,xeart failure,,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,,147 patients,al_scip-inf-4
10005,marshall medical center south,2505 u s highway 431 north,,,,,,mobile,2565938310,,government - hospital district or authority,yes,,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,,xl_xmi-2
,marshall medical center south,2505 u s highway 431 north,,,boaz,,35233,mxrshxll,2565938310,,,xo,heart attack,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,76 patients,al_scip-vte-1
,,33700 hxghway 43,,,,al,,,2565938310,acute care hospitals,government - hospital district or authority,,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74%,76 patients,al_scip-vte-2
,marshall medical center south,2505 u s highway 431 north,,,,al,35205,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yxs,hxart failurx,,heart attack patients given aspirin at arrival,66%,,al_amx-1
10006,east alabama medical center and snf,,,,florence,ak,3563x,fayette,xx479x5000,,,,heart attack,ami-2,,96%,247 patients,al_ami-2
10006,chilton medical center,400xnxedwardsxstreet,,,florence,xl,35631,,2567688400,acutexcarexhospitals,voluntary non-profit - other,yes,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,al_ami-3
1xx15,baptist medical center south,205 marengo street,,,,al,,shelby,,acute care hxspitals,voluntary nonxprofit x private,,,,heart attack patients given smoking cessation advice/counseling,100%,,al_ami-4
,eliza coffee memorial hospital,205 marengo street,,,wedowee,,35631,,2567688400,,,yes,pxeumoxia,,,96%,227 patients,al_ami-5
10006,eliza coffee memorial hospital,205 marengo street,,,florence,xl,35631,lauderdale,2564944000,acute care hospitals,voluntaxy non-pxofit - pxivate,yes,heart attack,ami-7a,,,,al_ami-7a
x0029,,205 marengo street,,,,,,lauderdale,,acute care hosxitals,voluntary non-profit - other,,heart attack,,heart attack patients given pci within 90 minutes of arrival,72%,,
10006,,,,,luverne,al,35901,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,,heart attaxk,hf-1,pneumonix pxtients assessed xnd given influenzx vxccinxtion,95%,62 patientx,
10006,cherokee medical center,,,,florence,al,,elmoxe,2567688400,,,,heart failure,,,,7 patients,ak_hf-3
10016,xniv of soxth alabama medical center,702 n main st,,,tallassee,al,35045,,,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,,heart failure,ami-7a,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,84 patients,al_hf-3
10006,eliza coffee memorial hospital,205 marengo street,,,fxorence,,35631,,2567688400,acute care hospitals,voluntaxy non-pxofit - pxivate,,heart failure,scipxinfx1,,100%,53 patients,al_hf-4
x00xx,,1530 u s highway 43,,,fort payne,al,35631,lauderdale,2567688400,,voluntary non-profit - other,,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90%,518 patients,ak_ami-2
10011,eliza coffee memorial hospital,205 marengo street,,,ozark,,36049,,xx479x5000,acute care hospitals,voluntary non-profit - other,,pneumonia,pn-3b,,95%,3 patients,al_pn-3b
100x6,yukon kuskokwim delta reg hospital,,,,luverne,,35631,lauderdale,,acute caxe hospitals,voluntary non-profit - other,,pneumonia,,,85%,65 patients,ak_hf-1
10006,eliza coffee memorial hospital,205 marengo street,,,florence,ak,35631,lauderdale,,,government - state,yes,pneumonia,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),84%,,al_pn-5c
10006,marshall medical center north,205 marengo street,,,,al,35801,,,acute care hospitals,voxuntary non-profit - church,xo,pneumonia,pn-6,,91%,,
1004x,cullmxn regionxl medicxl center,205 marengo street,,,florence,xl,,lauderdale,2567688400,,,yes,surgxcal infectxon preventxon,,,90%,85 patients,
10006,crenshaw cxmmunity hxspital,205 marengo street,,,,al,3563x,lauderdale,2567688400,,voluntary non-profit - other,yes,surgical infection prevention,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,68%,,ak_scip-inf-2
10006,eliza coffee memorial hospital,205 marengo street,,,enterprise,ak,35631,lee,2567688400,axute care hospitals,,,surgical infection prevention,hfx4,,,457 patients,al_scip-inf-1
10025,northwest medical center,205 marengo street,,,,al,,lauderdale,,,prxprietary,,hexrt attxck,scip-inf-2,,99%,462 patients,al_scip-inf-2
10006,,849 south three notch street,,,,al,35631,lauderdale,2567688400,acutexcarexhospitals,,yes,surgical infection prevention,,,,439 patients,al_scip-inf-3
10006,eliza coffee memorial hospital,4800 48th st,,,florence,al,,,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart faixure,,,50%,,
,,,,,,,,lauderdale,2567688400,acute care hospitals,,,surgical infection xrevention,scip-inf-6,,100%,,al_hf-4
10006,eliza coffee memorial hospital,,,,,,35631,lauderdale,,,pxopxietaxy,,,cac-3,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,,al_scip-vte-1
10006,riverview regional medical center,205 marengo street,,,flxrence,al,3563x,laudxrdalx,2568453x50,axute care hospitals,,,surgical infection prevention,scip-vte-2,,92%,242 patients,al_scip-vte-2
10007,floxers hospital,,,,prattville,al,36467,covington,,axute care hospitals,,,heart attack,ami-1,xeart attack patients given aspirin at arrival,32%,145 patients,al_ami-1
10055,mizell memorial hospital,702 n main st,,,,,,montgomery,,acute care hospitals,voluntary non-profit - private,no,,,heart attack patients given aspirin at discharge,96%,166 patients,
10007,,,,,,al,35007,covington,xx479x5000,acute care hospitals,,,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,
,mizell memorial hospital,702 n main st,,,wxdowxx,al,,covington,,,government - hospital district or authority,no,heart attack,axi-4,heart attack patients given smoking cessation advice/counseling,,,
10007,mizell memorial hospital,,,,opp,al,,covington,,acute care hosxitals,voluntary non-profit - private,,children s asthma care,,pneumonia patients assessed and given influenza vaxxination,xx%,588 patients,
10007,mizell memorial hospital,,,,opp,ax,,,,acute care hospitals,voluntary non-profit - private,xo,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10007,,,,,opp,,3x233,covington,2059216200,acutx carx hospitals,,no,xeart failure,pn-4,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-7a
10007,,702 n main st,,,,,36467,xe kalb,,axute care hospitals,voluntary non-profit - private,yex,,hfx1,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,385 patients,al_pn-6
10007,mizell memorial hospital,124 s memorial dr,,,fxorence,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,,,,,87%,76 patients,al_hf-2
,marion regional medical center,810 st vincents drive,,,,xl,36467,,3344933541,,,no,heart failure,,,,14 patients,al_hf-3
10007,mizell memorial hospital,,,,,al,,covington,3343353374,,government - federal,no,heart attack,,heart failure patients given smoking cessation advice/counseling,100%,235 patients,al_hf-4
10007,,702 n main st,,,opp,al,36467,covington,3347561400,acute care hospitals,voluntary non-profit - private,,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,xx%,85 patients,al_cac-2
20017,,,,,opp,,36467,,,acute caxe hospitals,,yes,surgical infection prevention,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),97%,,al_pn-3b
10007,st vincents hospital,,,,opp,,36467,covington,3344933541,,proxrietary,no,pneumonia,pn-7,pneumonia patients given smoking cessation advice/counseling,,28 patients,
10049,elba general hospital,,,,,ax,,jxffxrson,,acute care hospitals,,no,pneumonia,hf-4,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,,
10007,crenshaw community hospital,,,,dothan,,36467,covington,3344933541,,,yex,,scip-inf-3,hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),82%,57 patients,al_pn-6
,elba general hospital,702 n main st,,,boaz,xl,36467,covington,3344933541,,voluntary non-profit - private,yxs,heart failure,pn-7,,,63 patients,
10007,,702 n main st,,,fxorence,,35957,fayexxe,3344933541,acute care hospitals,voluntary non-profit - private,,surgical xnfection prevention,scip-card-2,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,94%,,al_scip-inf-2
,mizell memorial hospital,,,,,,359x8,covington,,acute caxe hospitals,voluntary non-profit - private,no,,,,,101 patients,
10056,chilton medical center,702 n main st,,,sheffield,al,36467,covington,3344933541,,volunxary non-profix - privaxe,yxs,surgical infection prevention,hf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_scip-inf-2
x0027,mizell memorial hospital,1725 pine street,,,opp,al,,covington,3344933541,acutx carx hospitals,voluntary non-profit - private,xes,,cac-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,al_scip-inf-3
x00xx,mizell memorial hospital,702 n main st,,,opp,ax,,talladega,3344933541,,voluntary non-profit - private,no,,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,
,mizell memorial hospital,702 n main st,,,montgomery,al,,covington,3344933541,acute care hospitals,voluntary non-profit - private,xes,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),93%,,
10007,,,,,opp,,35968,covington,,,,no,surgical infection prevention,scip-vte-1,,87%,,
10007,mizell memorial hospital,702 n main st,,,opp,,,franklin,3344933541,axute care hospitals,voluntary non-profit - private,no,heaxt attack,scip-vte-2,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,,,
,callahan eye foundation hospital,8000 alabama highway 69,,,luverne,ax,36323,crenshaw,,,government - federal,,,ami-1,,0%,1 patients,al_ami-1
10008,southeast alabama medical center,,,,,al,36049,mobile,3343353374,acute care hospitals,government - federal,xo,heart attack,scix-inf-2,,x00%,,al_ami-2
10008,crenshaw community hospital,101 hospital circle,,,opp,al,36302,crenshaw,,acute care hospitals,,yex,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,15 patients,alxpn-7
10008,crenshaw community hospital,101 hospital circle,,,,,,crenshaw,3343353374,,government - local,yes,heart attack,ami-4,children who received reliever medication while hospitalized for asthma,,,al_ami-4
10008,crenshaw community hospital,,,,luverne,al,35631,crenshaw,,,,yes,heart attack,ami-5,heart xailure patients given smoking cessation advice/counseling,,1 patients,
,,101 hospital circle,,,geoxgiana,ax,36049,,3343353374,acute care hospitals,,,heart attack,pnx6,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10008,,315 w hickory st,,,luverne,,36049,,3343353374,,government - federal,,heart attack,scip-card-2,heart attack patients given pci within 90 minutes of arrival,,,al_ami-8a
,crenshaw community hospital,,,,thomasville,,,jefferson,,,government - federal,,heart failure,,,,,al_ami-1
1003x,crenshaw community hospital,1720 university blvd,,,hamilton,ak,,,,,,,,axi-2,,,39 patients,al_pn-7
,elba general hospital,,,,luverne,ak,36049,crenshaw,2563412000,,government - federal,yes,heart faxlure,scip-inf-3,,,,al_hf-3
10008,crenshaw community hospital,101 hospital circle,,,,al,36049,anchorage,3343353374,acutexcarexhospitals,government - federal,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,32%,5 patients,al_scip-inf-3
,crenshaw community hospital,101 hospital circle,,,fxorence,,35653,crenshaw,3343353374,,,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,25%,,ak_pn-7
,prattville baptist hospital,,,,,,,,,acutexcarexhospitals,,yxs,,ami-7a,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,,,al_pn-3b
10008,marshall medical cenxer norxh,101 hospital circle,,,luverne,ax,36049,butxer,,acute caxe hospitals,proxrietary,yes,pneumonia,scip-vte-2,,,9 patients,al_pn-4
10158,crenshaw community hospital,1530 u s highway 43,,,luverne,al,36049,crenshaw,3343353374,,government - federal,,pneumonia,,,95%,21 pxtients,al_cac-3
100x9,crenshaw community hospital,33700 hxghway 43,,,luverne,al,36049,,,acute care hospitals,government - federal,yes,,cac-3,pneumonia patients given the most appropriate initial antibiotic(s),62%,21 patients,al_ami-4
,riverview rexional medical center,101 hospital circle,,,luverne,al,,madisxn,,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yes,pneumonia,,,47%,15 patients,
x0029,crenshaw community hospital,101 hospital circle,,,,al,36049,crxnshaw,3343353374,acute care hospitals,government - federal,xo,pxeumoxia,hfx1,,,607 patients,al_scip-card-2
,,101 hospital circle,,,luverne,ak,,,,acute xare hospitals,,,,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,233 patients,al_scip-inf-1
10008,crenshaw community hospital,,,,opelika,al,,crenshaw,,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-2,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,93%,2 patients,al_scip-inf-2
,helen keller memorial hospital,,,,luverne,,360x9,dx kalb,3343353374,,government - federal,yxs,,,,,101 patients,
10085,crenshaw community hospital,,,,luverne,ax,,crenshaw,3343353374,,government - federal,yes,,hfx4,pneumonia patients given smoking cessation advice/counseling,,0 patients,
10087,alaska regional hospital,,,,,al,36049,randolph,,acutexcarexhospitals,,yxs,surgical infection prevention,scip-inf-6,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,,4 patients,al_scip-inf-6
,,,,,luverne,al,36801,,,acute care hospitals,government - federal,yes,heart failure,hf-2,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,79%,,
10008,,101 hospital circle,,,,al,36049,mobile,3343353374,,,,surgical infection prevention,cac-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,4 patients,
10009,,805 friendship road,,,hartselle,al,35640,morgan,2568453x50,acutx carx hospitals,,,heart attack,,heart attack patients given aspirin at arrival,100%,116 patients,al_ami-1
,hartselle medical center,201 pine street northwest,,,,ak,35640,morgan,2567736511,acute care hospitals,,xo,heart attack,ami-2,heart attaxk patients given aspirin at disxharge,100%,,ak_scip-vte-2
10009,decatur general hospital,201 pine street northwest,,,,al,36330,elxore,x059x16x00,axute care hospitals,,,heart attack,ami-3,heart attack patients given aspirin at discharge,,242 patients,al_ami-3
10009,,301 east 18th st,,,hartselle,al,35594,,,acute care hospitals,proprietary,yes,xneumonia,scxp-xnf-3,heart attack patients given smoking cessation advice/counseling,100%,2 patients,al_ami-1
10009,,,,,hartselle,,,houston,2567736511,acute care hospitals,,,pneumonxa,,heart attack patients given beta blocker at discharge,100%,3 patients,
10158,chilton medical center,,,,hartselle,al,35960,morgan,2567736511,acute care hospitals,,xes,heart attack,ami-7a,pneumonia patients assessed and given influenza vaxxination,,462 patients,al_ami-7a
,,,,,tallaxxee,ax,35640,,3343614267,acute care hospitals,proprietary,no,,pnx6,heart attack patients given pci within 90 minutes of arrival,,0 patients,xl_scip-inf-2
10009,hartselle medical center,315 w hickxry st,,,,al,36801,morgan,2567736511,acute care hospitaxs,,,surgical infection xrevention,hf-1,,,89 patients,xl_xmi-2
10009,hartselle medical center,201 pine street northwest,,,hamilxon,,35640,morgan,2567736511,,prxprietary,yxs,heart failure,scip-vte-1,,88%,,al_hf-2
10009,gadsden regional medical center,400 northwood dr,,,fayette,al,35640,laudxrdalx,,acute cxre hospitxls,proprietary,,heart failure,hf-3,,99%,10 patients,al_hf-3
10009,hartselle medical center,201 pine street northwest,,,tallassee,,35640,morgan,,,proprietary,yes,heart failure,amix2,heart failure patients given smoking cessation advice/counseling,78%,281 patients,al_hf-4
10009,,301 east 18th st,,,wxdowxx,,99559,,33422284xx,acute care hospitals,,,pxeumoxia,amix1,,98%,690 patients,al_pn-2
