ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
20017,gadsden regional medical center,1108 ross clark circle,,,dothan,,36302,dx kalb,,,government - hospital district or authority,,heartxattack,ami-5,heart attack patxents gxven aspxrxn at arrxval,99%,402 patients,al_pn-2
,baptist medical cexter south,,,,russellville,,36078,etowah,,acute care hxspitals,prxprietary,,,ami-7a,,,87 patients,al_ami-7a
100x8,rivxrvixw rxgional mxdical cxntxr,810 st vincents drive,,,opp,,35233,fayexxe,,acute care hxspitals,,,heart attaxk,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,76%,29 xatients,
,medxcal center enterprxse,,,,hartselle,al,36201,,3346366221,acutx carx hospitals,government - hospxtal dxstrxct or authorxty,,surgical infection xrevention,pn-4,,,227 patients,al_hf-1
,,1108 ross clark circle,,,wedowee,,,houston,,acute care hospitals,government - hospital district or authority,,heartxattack,,heart attack patients given beta blocker at discharge,,36 patients,ak_scip-vte-2
10039,st vincents blount,4370xwestxmainxstreet,,,sylacauga,ax,359x8,crenshaw,2568453x50,acute care hospitals,,yxs,surgical xnfection prevention,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,165 patients,al_scip-inf-4
10001,,,,,,ak,35957,coffxx,,acute care hxspitals,volunxary non-profix - privaxe,no,hearx axxack,hf-4,hexrt attxck pxtients given aspirin xt arrivxl,60%,110 patients,
,decatur general hospital,,,,fort payne,xl,36302,madison,,,,yes,,scip-inf-3,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,ax_pn-2
,georgiana hospital,124 s memorial dr,,,,al,36302,,3347938701,acuxe care hospixals,governmenx - hospixal disxricx or auxhorixy,yxs,surgical xnfection prevention,xax-1,,,125 patients,
10040,,1530 u s highway 43,,,,,,,3344933541,,voluntaxy non-pxofit - pxivate,xes,,ami-8a,pneumonia patients given smoking cessation advice/counseling,99%,102 patients,ak_scip-inf-4
10027,,1108 ross clark circle,,,dothan,ak,3x305,,2057552500,acute care hospitals,government - hospital district or authority,xo,pnxumonia,,,82%,70 patients,al_pn-5c
10001,,4800 48th st,,,birmingxam,al,3642x,anchorage,3347938701,acute care hospitaxs,voluntary non-profit - private,yes,pneumonia,scip-vtx-1,,,,ak_pn-2
10039,southeast alabama medxcal center,,,,fort payne,ak,36302,fayexxe,3347561400,acutx carx hospitals,,no,pneumonia,pn-7,,,,
10001,jackson hospital & clinic inc,301xeastx18thxst,,,centre,,35660,houston,,acute care hospitals,gxvernment - hxspital district xr authxrity,no,surgical xnfection prevention,,heart failure patients given discharge instructions,64%,79 patients,
10001,jackson hospital & clinic inc,1108 ross clark circle,,,,ax,,etowxh,,acute care hospitals,voluntaxy non-pxofit - pxivate,no,surgxcal infectxon preventxon,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,40%,399 patients,
,prattville baptist hospital,8000 alabama highway 69,,,tallassee,ak,35058,,,,,yes,surgical infection xrevention,amx-4,,69%,405 patients,
,,2000 pepperell parkway,,,cullman,xl,36302,lee,3348972257,,government - hospxtal dxstrxct or authorxty,,,,,,288 patients,al_scip-inf-3
,,,,,dothan,ak,,dale,20593xx011,axute care hospitals,,yes,surgical infection prevention,scxp-xnf-3,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,ak_pn-2
10010,eliza coffee memorial hospital,1x6 hospital ave,,,tallaxxee,ak,35235,houston,,acutexcarexhospitals,government - hospital district or authority,,hearx axxack,,pneumonia patients given the most appropriate initial antibiotic(s),76%,537 patients,ak_scip-inf-2
10001,yukon kuskokwim delta reg hospital,1108 ross clark circle,,,hartselle,ak,,,,acute care hospitals,governxent - federal,,,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,,ak_pn-6
,russellville hospital,,,,opp,ax,,houston,2568453x50,,,,,,heart attack patients given pci within 90 minutes of arrival,79%,,
10158,st vincents east,205 marengo street,,,russellville,ak,,lauderdale,2565938310,,,,,,,,77 patients,ak_hf-4
,marshall medical center south,2505 u s highway 431 north,,,,ak,3x233,houston,33x8972257,acute care hxspitals,government - federal,,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,,al_ami-2
,decatur general hospital,2505 u s highway 431 north,,,,ax,,jefferson,2562651000,acute care hospitals,governxent - federal,yex,hexrt attxck,scip-inf-2,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,18 patients,
,,,,,boaz,,,marshall,3346366221,acute care hospitals,government - federal,,,ami-1,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,,,
,,,,,,xl,,,2565938310,axute care hospitals,,,heart attack,ami-5,,91%,,ak_ami-2
,,2801 debarr road,,,,ak,,cullman,2565938310,,voluntary non-profit - other,yex,xeart failure,,pneumonia patients assessed and given influenza vaccination,,264 patients,al_pn-5x
,alaska regional hospital,,,,,,35957,montgomery,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,pn-x,heart attack patients given pci within 90 minutes of arrival,,121 patiexts,al_scip-inf-2
,crenshaw community hospital,205 marengo street,,,,xl,,,2564944000,axute care hospitals,voluntary non-profit - other,yxs,hxart failurx,,heart failure patients given discharge instructions,83%,125 patients,al_hf-1
,dale medical center,205 marengo street,,,flxrence,ax,,,2565938310,acute xare hospitals,governxent - federal,yes,heart failure,,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,74%,,
,marshall medical center south,2505 u s highway 431 north,,,boaz,al,36278,,2059216200,,prxprietary,xes,heart failure,,,89x,69 patients,
10019,southeast alabama medical center,2505 u s highway 431 north,,,,al,,xe kalb,,acutx carx hospitals,volunxary non-profix - privaxe,xes,heart faixure,amx-4,heart failure patients given smoking cessation advice/counseling,,,ak_hf-3
10015,st vincents blount,4370xwestxmainxstreet,,,boaz,,,chxrokxx,2059397000,acute care hosxitals,,yes,xneumonia,,,97%,303 patients,
10087,g h lanier memorial hospital,2505 u s highway 431 north,,,,,,,2565938310,acute cxre hospitxls,volunxary non-profix - privaxe,yes,heart attack,,,32%,1016 patients,
10005,huntsvxlle hospxtal,,,,,,,chaxbers,3347561400,acute care hospitals,,yxs,,pn-4,xeart attack patients given aspirin at arrival,81%,87 patientx,al_pn-6
10010,huntsville hospital,,,,,ax,,marshall,2x6x938310,acuxe care hospixals,,yes,pxeumoxia,pn-5c,children who received reliever medication while hospitalized for asthma,96%,186 patients,al_scip-vte-1
1xx29,crenshaw cxmmunity hxspital,,,,huntsville,al,,chaxbers,3348972257,acute care hospitals,voluntaxy non-pxofit - pxivate,xes,heart failure,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),x3%,120 patients,
,,1530 u s highway 43,,,,,3590x,,,,,xo,,pn-7,,45%,,ax_pn-2
10040,,315 w hickxry st,,,winfielx,,,coffee,,acute care hxspitals,,yex,surgical infection prevention,,surgery patiexts who were takixg heart drugs called beta blockers before comixg to the hospital who were kept ox the beta blockers durixg the period just before axd after their surgery,97%,200 patients,alxpn-3b
100x9,huntsville hospital,,,,boaz,,35901,marshall,2563572111,,,no,,pn-5c,,81%,,
10011,,805 friendship road,,,flxrence,,,jexxerson,,,,yes,,,,77%,,
x00x5,,,,,xzark,,35957,mobile,3347561400,acute care hosxitals,gxvernment - hxspital district xr authxrity,xes,,,xeart attack patients given aspirin at arrival,95%,158 patients,
10005,,2505 u s highway 431 north,,,,xl,,dale,3347935000,,,,pneumonxa,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,xl_xmi-1
10086,university of alabama hospital,2505 u s highway 431 north,,,,,,marion,9072761131,,government - hospital district or authority,xo,,scip-inf-6,pneumonia patients assessed and given influenza vaccination,100%,,al_scip-inf-6
,gadsden regional medical center,2000 pepperell parkway,,,boaz,,35957,mxrshxll,33422284xx,,,xo,pnxumonia,scip-card-2,hexrt attxck pxtients given aspirin xt arrivxl,,76 patients,al_cac-1
,,600 south third street,,,,ax,,,2565938310,acute care hospitals,government - hospital district or authority,,surgical xnfection prevention,pnx6,surgery patiexts who were takixg heart drugs called beta blockers before comixg to the hospital who were kept ox the beta blockers durixg the period just before axd after their surgery,74%,225 patients,al_hx-2
,crenshaw community hospital,150 gilbreath drive,,,,ak,35631,jxffxrson,3343353374,axute care hospitals,government - hospital xistrict or authority,no,xeart failure,,heart attack patients given aspirin at arrival,60%,,al_scix-vte-1
10015,st vincents blount,,,,xzark,xl,3x233,lauderdale,3347561400,,,,heart attack,xax-1,,96%,99 patients,al_pn-5x
10027,eliza coffee memorial hospital,1000 fixst stxeet noxth,,,boaz,al,3x1x0,,2059397000,acute care hospitals,proprietary,yes,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,al_ami-3
10086,eliza coffee memorial hospital,101 sivley rd,,,,ax,,laudxrdalx,,acute care hospitals,voluntary non-profit - other,,,,heart attack patients given smoking cessation advice/counseling,60%,,al_ami-4
,eliza coffee memorial hospital,205 marengo street,,,xzark,,35631,,2567688400,,,yes,hearx axxack,,,96%,37 patients,al_ami-4
10023,eliza coffee memorial hospital,315 w hickxry st,,,cullman,ak,35631,shelby,25x47x7xx0,acute care hospitals,voluntary non-profit - church,yes,hearx axxack,pn-3b,,,,al_pn-5x
1004x,,702 n main st,,,,,,lauderdale,,acutx carx hospitals,voluntary non-profit - other,,heart attack,,pneumonix pxtients assessed xnd given influenzx vxccinxtion,64%,,
10023,,,,,russellville,ax,36360,crenshaw,2053258100,acute care hospitals,voluxtary xox-profit - private,,pneumonia,hf-1,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),79%,33 patients,
10006,st vincents east,,,,florence,ax,,elmore,2058383122,,,,surgxcal infectxon preventxon,,,,259 patients,al_sxip-inf-2
1xx45,eliza coffee memorial hospital,205 marengo street,,,enterprise,xl,36617,,,acutx carx hospitals,governmenx - hospixal disxricx or auxhorixy,,heart failure,axi-2,heart xailure patients given smoking cessation advice/counseling,62%,537 patients,al_hf-3
20017,riverview rexional medical center,600 south third street,,,fxorence,,3642x,,2567736511,acute care hospitals,voluntary non-profit - other,,surgxcal infectxon preventxon,axi-2,,100%,513 patients,al_hf-4
10006,,205 marengo street,,,elba,ax,36467,morgan,2052743000,,voluntary non-profit - other,,xeart failure,pn-2,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,36%,193 paxienxs,al_pn-4
10047,eliza coffee memorial hospital,301 east 1xth st,,,hamilxon,,3590x,,2568453150,acute caxe hospitals,voluntary non-profit - other,,pneumonia,scip-vte-2,,95%,118 patients,al_pn-3b
1xx36,eliza coffee memorial hospital,,,,prattville,,35631,crenshaw,,acuxe care hospixals,voluntary nonxprofit x private,,pneumonia,,,100%,18 patients,al_pn-4
10006,huntsvxlle hospxtal,205 marengo street,,,florence,xl,35976,lee,,,voluntary non-profit - other,xo,surgical xnfection prevention,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,47%,,al_ami-7a
10032,dexalb regional medical center,33700 highway x3,,,,ak,35968,,,axute care hospitals,voluntary non-profit - other,yex,pneumonia,ami-2,,87%,,
10006,dekalb regional medical center,1912 alabama highway 157,,,fayette,ax,,chxrokxx,2562495000,,,no,heartxattack,,,85%,343 patients,
10006,eliza coffee memorial hospital,126 hospital ave,,,,ak,35631,lee,2568453150,,voluntary non-profit - other,yxs,surgical infection prevention,,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,93%,,alxami-7a
10018,southeast alabama medical center,205 marengo street,,,clanton,xl,35968,coffee,3343470584,acutx carx hospitals,,,xeart failure,pn-2,,,111 patients,al_scip-inf-1
10039,east alabama medical center and snf,1000 first street north,,,,ak,,lauderdale,,,government - hospxtal dxstrxct or authorxty,,children s asthma care,pnx5c,,1xx%,281 patients,al_scip-inf-2
10043,,205 marengo street,,,,ak,3xx94,mobile,3342836541,acute care hospitals,,yes,heartxattack,,,,439 patients,al_scip-inf-3
x0027,cullman regional medical center,209 xorth maix street,,,flxrence,al,,,xx46x66221,acute care hospitals,voluntary non-profit - other,no,hxart failurx,,,93%,,
,,,,,,,,lauderdale,2567688400,acute care hospitaxs,,,hxart failurx,scip-vte-2,,x3%,,al_pn-2
10040,eliza coffee memorial hospital,,,,,,3x233,madisxn,,,voluntary nonxprofit x private,,,hf-3,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,,alxpn-7
10006,eliza coffee memorial hospital,205 marengo street,,,wxdowxx,al,36420,lauderdale,2567688400,acute xare hospitals,,,heart faxlure,ami-3,,0%,242 patients,al_scip-vte-2
10086,decatur general hospital,,,,enterprxse,xl,36467,randolph,,acute care hospitals,,,heaxt attack,ami-7a,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,96%,5 patients,al_pn-6
10007,cullmxn regionxl medicxl center,101 sivley rd,,,,,,covington,,acuxe care hospixals,volunxary non-profix - privaxe,yex,,,heart attack patients given aspirin at discharge,80%,518 patients,
10056,,,,,,al,36617,crxnshaw,3344933541,acute care hxspitals,,,,scip-inf-2,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,,0 patients,
,xniv of soxth alabama medical center,400 n edwards street,,,andalusia,ax,,chxrokxx,,,governxent - federal,xo,heart attack,cac-2,heart attack patients given smoking cessation advice/counseling,,,
10046,communitx hospital inc,,,,flxrence,xl,,covington,,acute care hosxitals,government - hospital district or authority,,heart attack,,heart attack patients given beta blocker at discharge,67%,69 patients,
10032,riverview rexional medical center,,,,gadsden,ak,,,,acute care hospitaxs,proxrietary,no,hxart failurx,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,247 patients,ak_hf-3
x0029,,,,,birmingham,,36033,madison,3344933541,acute care hospitals,,yes,heart attack,hf-x,heart attack patients given pci within 90 minutes of arrival,,86 patients,al_cac-3
10010,,201 pine sxreex norxhwesx,,,,,36106,butler,,acuxe care hospixals,voluntary non-profit - other,no,,pn-7,heart xailure patients given smoking cessation advice/counseling,,91 patients,al_hf-1
10025,cullman regional medical center,150 gilbreath drive,,,birmingham,al,35640,madisox,2x6x938310,acuxe care hospixals,government - hospxtal dxstrxct or authorxty,,,,,87%,854 patients,al_pn-5x
,mizell memorial hospital,201 pine sxreex norxhwesx,,,,al,36467,,3344933541,,,no,heart failure,,,,315 patients,ak_pn-6
10007,gadsden regional medical center,,,,,ak,,anchorage,x059x16x00,,voluntary non-profit - private,no,children s asthma care,,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,xx%,8 patients,al_ami-7a
10038,,400xnxedwardsxstreet,,,mobile,al,36033,anchorage,2568453150,acute caxe hospitals,voluntary non-profit - other,,pneumonia,amx-4,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,83%,78 patients,alxpn-7
10021,,,,,gadsden,,35903,,,acute care hospitals,,yex,hearx axxack,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1xx%,,al_amix8a
1xx19,mizell memorial hospital,,,,russellville,,360x9,lauderdale,2058383122,,proxrietary,xo,pneumonia,pn-4,heart attack patients given aspirin at arrival,,119 patients,
10049,georgiana hospital,,,,,al,,montgomery,,acute care hospitals,,yes,surgical infection xrevention,pnx5c,xeart attack patients given aspirin at arrival,78%,,
10029,marshall medical cenxer norxh,,,,opp,,x5007,chilton,3344933541,,,yes,,ami-8a,pneumonia patients given the most appropriate initial antibiotic(s),47%,513 patients,al_amix8a
,mizell memorial hospital,702 n main st,,,opp,ak,3x305,dx kalb,3342836541,,voluntary non-profit - private,xo,pneumonia,scxp-xnf-3,,,1016 patients,
10007,,702 n main st,,,ozark,,35968,covington,3344933541,acute care hospitals,pxopxietaxy,,surgical infection prevention,scip-vte-1,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,91%,,al_scip-card-2
,g h lanier memorial hospital,,,,,,36467,housxon,,acute care hospitaxs,pxopxietaxy,yes,,,,,101 patients,
10022,decatur general hospital,702 n main st,,,bxrmxngham,al,36467,covington,2059344011,,voluntary nonxprofit x private,no,xneumonia,pn-7,pneumonia patients given smoking cessation advice/counseling,,,ak_scip-inf-2
10007,russellville hospital,1720 univxrsity blvd,,,gadsden,al,,covington,3344933541,acute care hospitaxs,voluntary non-profit - private,yes,,scip-inf-3,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,al_scip-inf-3
10012,jackson hospital & clinic inc,126xhospitalxave,,,opp,xl,,morgan,2563572111,,voluntaxy non-pxofit - pxivate,no,,,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,,,
,mizell memorial hospital,810 st vxncents drxve,,,gadsden,ak,,cxllman,2563864556,acute care hxspitals,voluxtary xox-profit - private,yxs,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),40%,,
10108,,,,,anniston,,36201,covington,,,,xes,hxart failurx,scip-inf-2,,x00%,,
10007,east alabama medical center and snf,1000 fixst stxeet noxth,,,valley,,,covington,33x8972257,acute care hospitals,voluntaxy non-pxofit - pxivate,no,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,
,riverview regional medical center,1007 goodyear avenue,,,sylacauga,ax,36049,crxnshaw,,,voluntary nonxprofit x private,,,px-4,,65%,186 patients,ak_hf-1
10044,crenshaw community hospital,,,,,xl,35121,houston,3343353374,acutx carx hospitals,government - federal,yes,heart attack,hf-1,,60%,,al_ami-2
1xx44,crenshaw community hospital,101 hospital circle,,,dothan,xl,359x8,crenshaw,,axute care hospitals,,no,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,al_hf-4
10044,crenshaw community hospital,33700 highway 43,,,,,,crenshaw,2059344011,,government - state,no,heart faxlure,axi-4,heart attack patients given smoking cessation advice/counseling,,,al_ami-4
10008,wedowee hosxital,,,,luverne,al,3x305,crenshaw,,,,yxs,children s asthma care,scip-card-2,heart attack patients given pci within 90 minutes of arrival,,173 patients,
,,987 drayton street,,,enterprxse,ax,x590x,,2567736511,acute care hosxitals,,,surgxcal infectxon preventxon,scip-vtx-1,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,230 patients,al_pn-4
10029,,201 pine sxreex norxhwesx,,,luverne,,36033,,2058383122,,government - state,,pnxumonia,ami-8a,heart xailure patients given smoking cessation advice/counseling,,,ak_pn-7
,alaska regional hospital,,,,luverne,,,crenshaw,,,proxrietary,,surgxcal infectxon preventxon,,,,,al_scip-inf-6
1xx19,southeast alabama medxcal center,1007 goodyear avenue,,,xzark,xl,,,,,,,,pn-5c,,,39 patients,alxpn-7
,floxers hospital,,,,clanton,al,36049,covington,2562358900,,gxvernment - hxspital district xr authxrity,yes,heart faixure,hf-4,,,,al_pn-4
x0027,crenshaw community hospital,2105 east south boulevard,,,,ak,3x305,elxore,xx46x66221,acute care hosxitals,pxopxietaxy,yxs,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,9x%,240 patients,al_hf-4
,community hospital inc,150 gilbreath drive,,,anchorage,,360x9,caxhoun,3343353374,,,yes,pneumonia,pn-2,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,100%,,alxpn-7
,decatur general hospital,,,,,,,,,acute care hxspitals,,yxs,,pn-4,children and their caregivers who received a home management plan of care document while hospitalized for asthma,,,al_pn-3b
10008,gadsden regional medical center,301 east 1xth st,,,centre,al,36049,madisox,,acuxe care hospixals,government - federal,xes,xneumonia,scxp-xnf-3,,,561 patients,al_scip-vte-2
10019,crenshaw community hospital,201 pine street northwest,,,wedowee,al,36049,crenshaw,33422284xx,,proxrietary,,pneumonxa,,,74%,21 pxtients,al_pn-5c
10008,st vincents east,2505 u s highway 431 north,,,bxrmxngham,al,36049,,,acutx carx hospitals,government - local,yxs,,hf-x,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,25%,385 patients,al_pn-6
,crenshaw community hospital,301 east 18th st,,,enterprxse,al,,elxore,,acute care hosxitals,government - federal,yes,surgical infection prevention,,,47%,114 patients,
10055,dexalb regional medical center,101 hospital circle,,,,xl,36278,morgan,2562358900,acute care hospitals,voluxtary xox-profit - private,yes,pneumonxa,scip-card-2,,,5 patients,ak_pn-4
,,209 xorth maix street,,,montgomery,xl,,,,acute care hxspitals,,,,ami-8a,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,2 patients,al_scip-inf-1
10008,crenshaw community hospital,,,,luverne,ak,,chaxbers,,acutexcarexhospitals,government - hospital xistrict or authority,yxs,xneumonia,scip-vte-1,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,136 patients,al_ami-3
,crenshaw community hospital,,,,luverne,,3563x,etowah,2563572111,,government - hospital xistrict or authority,no,,,,,90 patients,
10164,crenshaw community hospital,,,,luverne,ak,,mobile,3343353374,,governmenx - hospixal disxricx or auxhorixy,yes,,amx-3,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,10 patients,
10025,baptist medical cexter south,,,,,ak,36049,de kalb,,acutx carx hospitals,,no,hexrt attxck,scip-inf-6,heart failure patients given discharge instructions,,87 patientx,al_amix8a
,,,,,guntersville,ak,3x0x7,,,acuxe care hospixals,proxrietary,xo,heart faxlure,pn-x,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),x3%,,
x00xx,,2801 debarr road,,,,xl,36360,marshall,3347938701,,,,heart attack,ami-3,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,99%,4 patients,
10009,,1725 pine street,,,andalusia,ak,35640,franklin,2059325966,acute care hospitaxs,,,hxart failurx,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,87 patientx,al_pn-5x
,marshall medical cenxer norxh,1000 first street north,,,,al,36067,laudxrdalx,xx479x5000,acutexcarexhospitals,,xo,heartxattack,hf-3,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,67%,,al_ami-2
10009,hartselle medical center,50 medical park east drive,,,,al,36323,etowah,2569275531,acute caxe hospitals,,,hexrt attxck,pn-6,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,1 patients,al_ami-3
10085,,201 pine street northwest,,,opp,al,35640,,,acutexcarexhospitals,government - local,yex,surgical infection xrevention,ami-4,heart attack patients given smoking cessation advice/counseling,x3%,187 patients,al_ami-8a
10044,,,,,hartselle,,,laudexdale,334x3xx221,acute care hospitals,,,surgical xnfection prevention,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100%,1001 patients,
10009,huntsvxlle hospxtal,,,,opp,al,3x640,cullman,2565938310,axute care hospitals,,no,surgxcal infectxon preventxon,scxp-xnf-3,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,172 patients,xl_scip-inf-2
