,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
36,10008.0,crenshaw community hospital,,,,luverne,al,,crenshaw,3343353374.0,,,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,25%,16 patients,al_pn-2
37,10008.0,,101 hospital circle,,,luverne,al,36049.0,crenshaw,,acute care hospitals,government - federal,yes,pneumonia,pn-3b,,93%,15 patients,al_pn-3b
38,,crenshaw community hospital,101 hospital circle,,,luverne,al,,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,33%,9 patients,al_pn-4
39,10008.0,,101 hospital circle,,,luverne,,36049.0,,,acute care hospitals,government - federal,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,21 patients,al_pn-5c
40,10008.0,crenshaw community hospital,101 hospital circle,,,luverne,al,36049.0,,3343353374.0,acute care hospitals,government - federal,yes,,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),,21 patients,al_pn-6
41,10008.0,,101 hospital circle,,,luverne,al,,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,,pneumonia patients assessed and given influenza vaccination,,15 patients,
42,10008.0,crenshaw community hospital,101 hospital circle,,,luverne,,,,3343353374.0,acute care hospitals,,,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,1 patients,al_scip-card-2
43,10008.0,crenshaw community hospital,101 hospital circle,,,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,2 patients,
44,,crenshaw community hospital,101 hospital circle,,,luverne,al,36049.0,,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,2 patients,al_scip-inf-2
45,10008.0,crenshaw community hospital,101 hospital circle,,,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,2 patients,al_scip-inf-3
46,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
47,10008.0,crenshaw community hospital,101 hospital circle,,,luverne,al,36049.0,crenshaw,,,government - federal,yes,surgical infection prevention,,,,,
48,10008.0,crenshaw community hospital,,,,luverne,al,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,4 patients,al_scip-inf-6
49,10008.0,crenshaw community hospital,101 hospital circle,,,luverne,,36049.0,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,4 patients,al_scip-vte-1
50,10008.0,,101 hospital circle,,,luverne,,36049.0,crenshaw,3343353374.0,acute care hospitals,,yes,surgical infection prevention,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,4 patients,al_scip-vte-2
51,,hartselle medical center,,,,hartselle,al,35640.0,,,acute care hospitals,proprietary,yes,,,heart attack patients given aspirin at arrival,100%,6 patients,al_ami-1
52,10009.0,,201 pine street northwest,,,hartselle,,35640.0,,2567736511.0,,,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
53,,hartselle medical center,201 pine street northwest,,,,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-3
54,10009.0,hartselle medical center,201 pine street northwest,,,hartselle,al,,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart attack,ami-4,,100%,,al_ami-4
55,10009.0,hartselle medical center,,,,hartselle,al,,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,,3 patients,
56,10009.0,hartselle medical center,201 pine street northwest,,,hartselle,al,,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart attack,ami-7a,,,,al_ami-7a
57,10019.0,,1300 south montgomery avenue,,,,,35660.0,jefferson,2563864556.0,acute care hospitals,,yes,,hf-1,heart failure patients given discharge instructions,80%,,al_hf-1
58,,hartselle medical center,201 pine street northwest,,,,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
59,10009.0,hartselle medical center,201 pine street northwest,,,hartselle,,35640.0,morgan,2567736511.0,,,yes,heart failure,hf-1,heart failure patients given discharge instructions,,,al_hf-1
60,10009.0,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,,,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,98%,42 patients,al_hf-2
61,10009.0,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,10 patients,al_hf-3
62,10009.0,hartselle medical center,,,,hartselle,al,35640.0,morgan,2567736511.0,,proprietary,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,12 patients,al_hf-4
63,,hartselle medical center,,,,,al,35640.0,morgan,2567736511.0,acute care hospitals,,,pneumonia,,pneumonia patients assessed and given pneumococcal vaccination,98%,44 patients,al_pn-2
64,10009.0,hartselle medical center,,,,hartselle,al,35640.0,morgan,,acute care hospitals,proprietary,yes,pneumonia,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,,al_pn-3b
65,10009.0,,201 pine street northwest,,,hartselle,al,,morgan,,,,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,,25 patients,al_pn-4
66,10009.0,hartselle medical center,,,,hartselle,al,35640.0,morgan,,,proprietary,yes,pneumonia,pn-5c,,98%,51 patients,al_pn-5c
67,10009.0,,201 pine street northwest,,,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),100%,,
68,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 patients,al_hf-2
69,,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,,,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,97%,30 patients,al_pn-7
70,10009.0,hartselle medical center,201 pine street northwest,,,hartselle,al,,morgan,2567736511.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,,al_scip-card-2
71,10009.0,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,,100%,,al_scip-inf-1
72,10009.0,,201 pine street northwest,,,,al,35640.0,morgan,2567736511.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,,57%,7 patients,
73,10009.0,hartselle medical center,201 pine street northwest,,,hartselle,al,,morgan,2567736511.0,acute care hospitals,,yes,,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),80%,5 patients,al_scip-inf-3
74,,hartselle medical center,201 pine street northwest,,,hartselle,,35640.0,,2567736511.0,acute care hospitals,,yes,,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,
75,,hartselle medical center,201 pine street northwest,,,hartselle,al,35640.0,morgan,,acute care hospitals,proprietary,,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,11 patients,al_scip-inf-6
76,,hartselle medical center,201 pine street northwest,,,hartselle,,35640.0,,2567736511.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,,78%,9 patients,al_scip-vte-1
77,,hartselle medical center,201 pine street northwest,,,,al,,morgan,2567736511.0,acute care hospitals,proprietary,yes,surgical infection prevention,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,78%,9 patients,
78,10010.0,marshall medical center north,,,,guntersville,al,35976.0,marshall,,acute care hospitals,government - hospital district or authority,yes,,ami-1,heart attack patients given aspirin at arrival,100%,,
79,10019.0,helen keller memorial hospital,,,,,al,35660.0,jefferson,,,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
80,10010.0,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,,heart attack,,heart attack patients given aspirin at discharge,100%,6 patients,al_ami-2
81,10010.0,marshall medical center north,8000 alabama highway 69,,,,al,35976.0,marshall,,acute care hospitals,,yes,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),50%,2 patients,al_ami-3
82,10010.0,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,,100%,,al_ami-4
83,10010.0,,,,,guntersville,al,35976.0,marshall,2565718000.0,,government - hospital district or authority,yes,heart attack,,heart attack patients given beta blocker at discharge,,6 patients,al_ami-5
84,10010.0,marshall medical center north,8000 alabama highway 69,,,,al,35976.0,,,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,
85,10010.0,marshall medical center north,8000 alabama highway 69,,,guntersville,al,,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,,ami-8a,heart attack patients given pci within 90 minutes of arrival,,,
86,10010.0,,8000 alabama highway 69,,,,,,marshall,,,,,heart failure,hf-1,heart failure patients given discharge instructions,93%,55 patients,al_hf-1
87,10010.0,,8000 alabama highway 69,,,guntersville,,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,80 patients,al_hf-2
88,10010.0,marshall medical center north,8000 alabama highway 69,,,,al,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,,,27 patients,
89,10010.0,,8000 alabama highway 69,,,,,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,,al_hf-4
90,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660.0,jefferson,,acute care hospitals,government - hospital district or authority,yes,,,heart failure patients given smoking cessation advice/counseling,,41 patients,al_hf-4
91,10010.0,marshall medical center north,8000 alabama highway 69,,,guntersville,,,marshall,2565718000.0,acute care hospitals,,yes,pneumonia,,,87%,128 patients,al_pn-2
92,10010.0,,8000 alabama highway 69,,,guntersville,,,marshall,,acute care hospitals,government - hospital district or authority,,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,,115 patients,al_pn-3b
93,,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976.0,,2565718000.0,acute care hospitals,,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,94%,65 patients,al_pn-4
94,10010.0,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976.0,,2565718000.0,acute care hospitals,government - hospital district or authority,yes,,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,158 patients,al_pn-5c
95,10010.0,,8000 alabama highway 69,,,guntersville,al,35976.0,,2565718000.0,,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),,133 patients,al_pn-6
96,10010.0,marshall medical center north,,,,guntersville,,35976.0,marshall,2565718000.0,acute care hospitals,,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,,,al_pn-7
97,,,8000 alabama highway 69,,,,al,35976.0,,2565718000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,86%,14 patients,al_scip-card-2
98,10010.0,,8000 alabama highway 69,,,guntersville,al,,marshall,,,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,66 patients,
99,10010.0,marshall medical center north,8000 alabama highway 69,,,,al,35976.0,marshall,2565718000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,,al_scip-inf-2
100,,,8000 alabama highway 69,,,,al,35976.0,marshall,,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,63 patients,al_scip-inf-3
101,,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_ami-1
102,10010.0,,8000 alabama highway 69,,,guntersville,,35976.0,,2565718000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,al_scip-inf-4
103,,marshall medical center north,8000 alabama highway 69,,,guntersville,al,,marshall,2565718000.0,,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,,100%,,al_scip-inf-6
104,10010.0,marshall medical center north,8000 alabama highway 69,,,,,35976.0,,,,government - hospital district or authority,,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,56 patients,al_scip-vte-1
105,10010.0,marshall medical center north,8000 alabama highway 69,,,guntersville,,35976.0,marshall,2565718000.0,,government - hospital district or authority,yes,,scip-vte-2,,84%,,al_scip-vte-2
106,10011.0,st vincents east,,,,,al,35235.0,,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,99%,,al_ami-1
107,10011.0,st vincents east,50 medical park east drive,,,birmingham,,35235.0,jefferson,2058383122.0,,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,96%,295 patients,al_ami-2
108,10011.0,,50 medical park east drive,,,,al,35235.0,,2058383122.0,acute care hospitals,,yes,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,,al_ami-3
109,10011.0,,50 medical park east drive,,,birmingham,al,,jefferson,,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,131 patients,al_ami-4
110,10011.0,st vincents east,50 medical park east drive,,,,al,35235.0,,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,99%,288 patients,al_ami-5
111,10011.0,st vincents east,50 medical park east drive,,,birmingham,al,,jefferson,2058383122.0,,voluntary non-profit - private,yes,heart attack,ami-7a,,,0 patients,al_ami-7a
112,10018.0,callahan eye foundation hospital,,,,birmingham,al,35233.0,,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_scip-inf-2
113,10001.0,southeast alabama medical center,1108 ross clark circle,,,,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,,heart attack patients given aspirin at discharge,99%,516 patients,
114,10011.0,st vincents east,50 medical park east drive,,,,al,35235.0,jefferson,2058383122.0,,voluntary non-profit - private,yes,,ami-8a,heart attack patients given pci within 90 minutes of arrival,85%,48 patients,al_ami-8a
115,10011.0,st vincents east,50 medical park east drive,,,birmingham,al,35235.0,,2058383122.0,,voluntary non-profit - private,yes,heart failure,hf-1,,,316 patients,
116,10011.0,st vincents east,50 medical park east drive,,,,al,35235.0,,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,98%,372 patients,al_hf-2
117,10011.0,st vincents east,50 medical park east drive,,,,al,35235.0,jefferson,,acute care hospitals,,,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),98%,130 patients,al_hf-3
118,10011.0,st vincents east,50 medical park east drive,,,birmingham,,35235.0,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,69 patients,al_hf-4
119,10011.0,st vincents east,,,,birmingham,,35235.0,jefferson,,acute care hospitals,voluntary non-profit - private,,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87%,125 patients,
120,10011.0,st vincents east,50 medical park east drive,,,birmingham,,35235.0,jefferson,2058383122.0,,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,131 patients,al_pn-3b
121,10011.0,st vincents east,,,,birmingham,al,,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - private,,pneumonia,pn-4,,100%,69 patients,al_pn-4
122,10011.0,st vincents east,50 medical park east drive,,,birmingham,,35235.0,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,,95%,135 patients,
123,10011.0,st vincents east,,,,birmingham,al,35235.0,,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),,112 patients,al_pn-6
124,,,,,,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,,ami-3,,96%,71 patients,al_ami-3
125,10011.0,,50 medical park east drive,,,,al,35235.0,jefferson,2058383122.0,,,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,85%,89 patients,al_pn-7
126,10011.0,,50 medical park east drive,,,birmingham,,35235.0,jefferson,,,voluntary non-profit - private,,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,,al_scip-card-2
127,10011.0,,50 medical park east drive,,,birmingham,al,35235.0,,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,,97%,,al_scip-inf-1
128,,,,,,birmingham,,,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,,98%,473 patients,al_scip-inf-2
129,10011.0,st vincents east,50 medical park east drive,,,birmingham,al,35235.0,jefferson,2058383122.0,acute care hospitals,,yes,surgical infection prevention,scip-inf-3,,81%,,
130,10011.0,,50 medical park east drive,,,birmingham,al,35235.0,jefferson,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,,scip-inf-4,,60%,127 patients,al_scip-inf-4
131,10011.0,st vincents east,50 medical park east drive,,,birmingham,al,35235.0,,2058383122.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,601 patients,al_scip-inf-6
132,10011.0,st vincents east,50 medical park east drive,,,birmingham,al,35235.0,jefferson,2058383122.0,acute care hospitals,,yes,,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,89%,229 patients,al_scip-vte-1
133,10011.0,st vincents east,50 medical park east drive,,,birmingham,al,35235.0,jefferson,2058383122.0,,voluntary non-profit - private,yes,,scip-vte-2,,83%,224 patients,
